epoch,loss_g0,loss_g1,loss_g2,loss_g3,avg_loss,worst_loss,acc_g0,acc_g1,acc_g2,acc_g3,avg_acc,worst_acc,adv_prob_g0,adv_prob_g1,adv_prob_g2,adv_prob_g3
158,0.0144,0.0042,0.0025,0.0114,0.0081,0.0144,1.0,1.0,1.0,0.9991,0.9998,0.9991,0.25,0.25,0.25,0.25
159,0.0144,0.0047,0.0027,0.0108,0.0081,0.0144,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25
160,0.0142,0.0048,0.0025,0.0108,0.0081,0.0142,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25
161,0.0137,0.004,0.0021,0.0104,0.0076,0.0137,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25
162,0.0137,0.0043,0.0024,0.0115,0.008,0.0137,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25
163,0.0134,0.0039,0.0023,0.0105,0.0075,0.0134,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25
164,0.0132,0.0039,0.002,0.0101,0.0073,0.0132,1.0,1.0,1.0,0.9991,0.9998,0.9991,0.25,0.25,0.25,0.25
165,0.0136,0.0042,0.0025,0.0103,0.0077,0.0136,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25
166,0.0134,0.0041,0.0024,0.0096,0.0074,0.0134,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25
167,0.0132,0.004,0.002,0.01,0.0073,0.0132,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25
168,0.0134,0.004,0.0029,0.0105,0.0077,0.0134,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25
169,0.0131,0.0037,0.0021,0.0094,0.007,0.0131,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25
170,0.0136,0.0043,0.0023,0.0102,0.0076,0.0136,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25
171,0.0131,0.0036,0.0021,0.0098,0.0072,0.0131,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25
172,0.0131,0.0038,0.0023,0.0093,0.0072,0.0131,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25
173,0.0133,0.0039,0.0025,0.011,0.0077,0.0133,1.0,1.0,1.0,0.9991,0.9998,0.9991,0.25,0.25,0.25,0.25
174,0.0128,0.0035,0.0018,0.0091,0.0068,0.0128,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25
175,0.013,0.0037,0.002,0.0095,0.007,0.013,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25
176,0.0127,0.0035,0.0024,0.0098,0.0071,0.0127,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25
177,0.0123,0.0033,0.0021,0.0086,0.0066,0.0123,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25
