epoch,loss_g0,loss_g1,loss_g2,loss_g3,avg_loss,worst_loss,acc_g0,acc_g1,acc_g2,acc_g3,avg_acc,worst_acc,adv_prob_g0,adv_prob_g1,adv_prob_g2,adv_prob_g3
156,0.2281,0.183,0.1717,0.2163,0.1998,0.2281,0.968,0.9891,0.9464,0.9215,0.9563,0.9215,0.2467,0.2536,0.0735,0.4262
157,0.2268,0.1819,0.1677,0.2162,0.1981,0.2268,0.97,0.9891,0.9464,0.9262,0.9579,0.9262,0.2476,0.2525,0.0731,0.4267
158,0.2246,0.1789,0.1709,0.2114,0.1964,0.2246,0.9663,0.9946,0.9464,0.9224,0.9574,0.9224,0.2486,0.2516,0.0726,0.4272
159,0.2235,0.1797,0.1732,0.2082,0.1962,0.2235,0.9694,0.9837,0.9464,0.9281,0.9569,0.9281,0.2497,0.2504,0.0721,0.4278
160,0.2222,0.1788,0.1669,0.2088,0.1942,0.2222,0.9703,0.9837,0.9464,0.9281,0.9571,0.9281,0.2508,0.2494,0.0715,0.4283
161,0.2215,0.1781,0.1692,0.207,0.194,0.2215,0.9694,0.9837,0.9464,0.929,0.9571,0.929,0.2519,0.2484,0.0709,0.4288
162,0.2188,0.1738,0.1685,0.2025,0.1909,0.2188,0.9686,0.9891,0.9286,0.93,0.9541,0.9286,0.253,0.2475,0.0702,0.4292
163,0.2189,0.1726,0.1718,0.204,0.1918,0.2189,0.9671,0.9946,0.9464,0.9338,0.9605,0.9338,0.2542,0.2463,0.0695,0.43
164,0.2161,0.1697,0.1604,0.2015,0.1869,0.2161,0.9714,0.9946,0.9464,0.9281,0.9601,0.9281,0.2553,0.2453,0.0689,0.4305
165,0.2163,0.1686,0.1649,0.2052,0.1887,0.2163,0.9714,0.9891,0.9464,0.9262,0.9583,0.9262,0.2564,0.2442,0.0683,0.4311
166,0.2146,0.1673,0.1627,0.2,0.1861,0.2146,0.9688,0.9946,0.9464,0.93,0.96,0.93,0.2575,0.2431,0.0678,0.4315
